dataset,rc,synonyms,antonyms,even_odd,rpr,person_total,d2,longstring,irv,response_time
opsy_hexaco,0.39995,-0.43676,-0.41248,-0.39489,-0.19040,-0.43997,0.20365,0.00000,0.48033,NA
opsy_hexaco,-0.88806,-0.63250,-0.73147,-0.42682,-0.30996,0.67142,0.81044,0.00000,0.67855,NA
opsy_hexaco,0.10549,-0.46561,-0.53933,-0.53237,-0.51714,0.89853,-0.24277,-0.67449,-0.51526,NA
opsy_hexaco,-0.81634,-0.56369,-0.71948,-0.38195,-0.19044,0.10271,0.03038,-0.67449,-0.07857,NA
opsy_hexaco,0.68883,-0.48423,-0.63914,-0.71818,-0.34089,0.58500,-0.31394,0.00000,-0.47262,NA
opsy_hexaco,-1.21703,-0.66717,-0.67472,-0.63567,-0.41393,3.02231,3.45868,1.34898,1.89530,NA
opsy_hexaco,0.36373,-0.35698,-0.42658,-0.17323,-0.28539,-0.00430,-0.54115,0.67449,-0.71845,NA
opsy_hexaco,0.07964,-0.52769,-0.48585,-0.51365,-0.22644,-1.17114,0.93042,2.02347,1.64797,NA
opsy_hexaco,0.10636,-0.43908,-0.48500,-0.53523,-0.42508,1.21098,-0.61805,-0.67449,-1.41851,NA
opsy_hexaco,-1.34943,-0.65919,-0.72351,-0.05912,-0.17047,-0.93262,-0.17093,0.00000,0.28222,NA
opsy_hexaco,0.24646,-0.27950,-0.55696,-0.13490,0.05125,-1.46034,-0.82230,0.00000,-0.27945,NA
opsy_hexaco,-0.43298,-0.71228,-0.69310,-0.21462,0.07880,0.81911,0.10001,1.34898,-0.25183,NA
opsy_hexaco,1.00144,-0.34692,-0.40470,-0.40969,-0.07858,-0.24809,0.43081,0.00000,0.40219,NA
opsy_hexaco,-0.10032,-0.66373,-0.60554,-0.71799,-0.51977,1.22695,2.92797,3.37245,2.11646,NA
opsy_hexaco,0.01955,-0.30695,-0.41612,-0.37549,-0.25606,-1.02585,-0.80504,0.00000,-0.73160,NA
opsy_hexaco,-1.83455,-0.66376,-0.73001,-0.31477,-0.07456,-0.23863,0.43732,0.67449,0.65181,NA
opsy_hexaco,-0.25896,-0.45959,-0.55208,-0.29255,-0.05305,1.43404,1.43222,-0.67449,1.04525,NA
opsy_hexaco,2.04738,-0.46077,-0.29855,-0.26966,-0.20322,-0.04631,-1.68054,1.34898,-3.09448,NA
opsy_hexaco,0.38680,-0.42447,-0.40142,-0.29653,-0.19072,0.32592,0.97962,1.34898,0.76701,NA
opsy_hexaco,-2.25369,-0.70269,-0.75722,-0.44443,-0.38120,-0.02223,0.24899,1.34898,-0.17075,NA
opsy_hexaco,0.60472,-0.23030,-0.28622,-0.04098,-0.18206,-0.24430,1.54469,2.02347,1.38795,NA
opsy_hexaco,-1.87715,-0.59405,-0.67160,-0.19819,-0.11054,-0.03877,0.80654,-0.67449,0.95970,NA
opsy_hexaco,-1.57902,-0.64205,-0.73873,-0.54687,-0.33573,0.06626,0.15870,0.00000,0.33592,NA
opsy_hexaco,0.69277,-0.39330,-0.27267,-0.19350,-0.04355,-1.20090,-0.78396,-1.34898,-0.31769,NA
opsy_hexaco,1.30291,-0.23048,-0.21797,-0.33837,-0.30070,-1.31167,-1.35362,-0.67449,-1.22517,NA
opsy_hexaco,1.26850,-0.44968,-0.41065,-0.57935,-0.36884,-0.41576,-1.34183,-0.67449,-1.55218,NA
opsy_hexaco,0.28683,-0.31782,-0.41236,0.10613,-0.06890,-0.27264,-0.67087,0.00000,-0.64878,NA
opsy_hexaco,2.37472,-0.12817,-0.16742,-0.40023,-0.10694,-0.44390,0.05051,-0.67449,0.22734,NA
opsy_hexaco,0.34864,-0.39246,-0.43632,-0.34826,-0.43229,-0.72150,-1.57795,-0.67449,-1.96385,NA
opsy_hexaco,0.94019,-0.28749,-0.48686,-0.47968,-0.13716,0.68998,-0.10695,0.00000,-0.56974,NA
opsy_hexaco,-0.79128,-0.37987,-0.52078,-0.07632,-0.23556,0.23427,-0.40832,0.00000,-0.66143,NA
opsy_hexaco,-0.97215,-0.44278,-0.60614,0.08128,-0.11726,0.42551,0.12121,0.67449,0.04467,NA
opsy_hexaco,1.42889,-0.29550,-0.31291,-0.45230,-0.31326,-0.22598,0.06172,-0.67449,0.35403,NA
opsy_hexaco,0.26757,-0.38694,-0.28519,-0.44450,-0.39287,-0.80263,-1.70824,0.00000,-2.02650,NA
opsy_hexaco,1.40356,-0.25882,-0.31529,-0.30273,-0.27203,0.76138,-0.95370,0.00000,-1.52748,NA
opsy_hexaco,0.00214,-0.54508,-0.51052,-0.36018,-0.24906,-0.57160,-0.09961,0.00000,0.13763,NA
opsy_hexaco,-0.83778,-0.67698,-0.70399,-0.65108,-0.51771,-0.29774,0.22801,0.00000,0.44081,NA
opsy_hexaco,-0.13759,-0.30483,-0.46677,-0.34363,-0.27766,-1.43934,0.28776,-0.67449,0.90884,NA
opsy_hexaco,0.24504,-0.24897,-0.37615,0.23635,0.11357,-0.51439,-0.34147,0.00000,-0.12160,NA
opsy_hexaco,0.43376,-0.34967,-0.45818,-0.23822,-0.13435,0.27636,-0.81274,2.02347,-1.17377,NA
opsy_hexaco,0.89791,-0.31016,-0.22134,-0.40029,-0.30638,-1.37914,0.23002,0.00000,0.91264,NA
opsy_hexaco,1.56066,-0.21436,-0.38574,-0.30135,0.00338,-0.78842,-0.86905,0.00000,-0.56315,NA
opsy_hexaco,0.53883,-0.36480,-0.42631,-0.31140,-0.34946,-1.67827,-0.27573,0.00000,0.42878,NA
opsy_hexaco,-0.41880,-0.40910,-0.54744,-0.44080,-0.33387,-1.35650,-0.43256,0.00000,0.10321,NA
opsy_hexaco,-1.24003,-0.70640,-0.75393,-0.35627,-0.27526,6.23415,3.34441,0.00000,0.81440,NA
opsy_hexaco,1.63128,-0.28204,-0.32965,-0.02719,-0.12453,0.22202,0.72038,-0.67449,0.69583,NA
opsy_hexaco,0.10291,-0.27007,-0.36847,0.03507,-0.04068,-0.95584,0.23110,0.00000,0.62010,NA
opsy_hexaco,-0.77336,-0.55815,-0.57815,-0.47376,-0.44836,0.09187,-0.38202,0.00000,-0.67877,NA
opsy_hexaco,-0.29413,-0.36122,-0.45823,-0.25261,0.06241,-1.10361,-0.10138,-0.67449,0.36255,NA
opsy_hexaco,-0.13668,-0.53498,-0.51689,-0.37302,-0.22673,0.15886,0.38640,0.00000,0.34838,NA
opsy_hexaco,-0.33486,-0.35395,-0.34002,-0.21954,0.01353,1.19224,1.94571,0.67449,1.29690,NA
opsy_hexaco,-1.27046,-0.46939,-0.62347,-0.34881,-0.20843,-0.31379,0.40723,0.00000,0.82434,NA
opsy_hexaco,1.27966,-0.40497,-0.32523,-0.27736,-0.08138,2.42833,1.61528,0.00000,0.45753,NA
opsy_hexaco,-0.27762,-0.44965,-0.54418,-0.08646,-0.04747,0.29312,-0.03439,0.00000,-0.14984,NA
opsy_hexaco,2.02494,-0.26769,-0.20135,-0.45561,-0.17403,-0.26331,-1.48701,0.00000,-1.95089,NA
opsy_hexaco,3.07196,-0.19828,-0.15407,-0.29980,-0.00099,3.32585,-0.42643,0.00000,-1.47059,NA
opsy_hexaco,-0.61562,-0.50095,-0.38062,-0.28261,0.01770,-0.78648,-1.25813,0.00000,-1.31047,NA
opsy_hexaco,-0.79130,-0.45425,-0.54710,-0.43021,-0.30929,-1.54622,0.27801,0.00000,1.06396,NA
opsy_hexaco,-1.33122,-0.52400,-0.59375,-0.23828,-0.29861,-0.67422,0.45657,-0.67449,0.70782,NA
opsy_hexaco,-1.61214,-0.64027,-0.63787,-0.25354,-0.18085,1.50494,0.99271,2.02347,0.36071,NA
opsy_hexaco,1.11428,-0.25262,-0.48053,-0.40235,-0.39280,0.28270,-0.05298,-0.67449,-0.35553,NA
opsy_hexaco,0.80453,-0.38822,-0.48349,-0.13951,-0.09878,0.37952,-0.94451,0.67449,-1.40813,NA
opsy_hexaco,1.60703,-0.33310,-0.25003,-0.33397,-0.45622,-0.41297,-1.00600,-0.67449,-1.08669,NA
opsy_hexaco,-1.46899,-0.60741,-0.67420,-0.32046,-0.30234,0.10854,0.84176,0.00000,0.94647,NA
opsy_hexaco,0.15529,-0.41684,-0.15999,-0.29011,-0.29066,-0.56959,-1.36319,1.34898,-1.62214,NA
opsy_hexaco,-1.95562,-0.64093,-0.72570,-0.31867,-0.42228,0.75522,-0.50485,1.34898,-0.75098,NA
opsy_hexaco,-0.71014,-0.45518,-0.47979,-0.41466,-0.37906,2.27845,1.17534,-0.67449,0.38718,NA
opsy_hexaco,-1.39517,-0.35491,-0.54845,-0.13237,-0.25522,-0.60082,-0.35885,-0.67449,-0.03120,NA
opsy_hexaco,-0.61872,-0.64855,-0.62160,-0.57177,-0.28160,-0.13958,0.41822,0.00000,0.47052,NA
opsy_hexaco,0.41626,-0.25587,-0.37392,-0.41693,-0.29391,0.13900,-1.06596,0.67449,-1.35627,NA
opsy_hexaco,-0.30118,-0.42436,-0.39927,-0.38157,-0.42139,-0.38679,-0.88306,0.67449,-0.99109,NA
opsy_hexaco,-0.25953,-0.28062,-0.43033,-0.10811,-0.09360,0.00731,1.79584,0.00000,1.63626,NA
opsy_hexaco,0.11976,-0.56169,-0.56704,-0.14745,-0.19876,0.52547,0.24860,2.02347,0.29355,NA
opsy_hexaco,1.40704,-0.17364,-0.16892,-0.54034,-0.36594,0.47763,0.61621,-0.67449,0.42618,NA
opsy_hexaco,-0.17361,-0.55966,-0.43406,-0.48922,-0.28164,0.09539,0.49347,2.02347,0.45390,NA
opsy_hexaco,-0.99542,-0.44743,-0.47943,-0.50128,-0.29705,0.56060,0.39911,0.00000,0.27383,NA
opsy_hexaco,1.04924,-0.40570,-0.60639,-0.36880,-0.19083,2.55468,0.95161,-1.34898,0.26062,NA
opsy_hexaco,-0.66563,-0.48315,-0.60751,-0.48838,-0.24841,-1.32658,-0.90297,0.00000,-0.74016,NA
opsy_hexaco,-1.21404,-0.44475,-0.33068,-0.55246,-0.37899,-0.73766,-1.09171,1.34898,-1.11536,NA
opsy_hexaco,-1.85549,-0.66080,-0.77716,-0.56354,-0.32109,-0.15588,0.76103,0.67449,1.01664,NA
opsy_hexaco,-1.40983,-0.52583,-0.40934,-0.41741,-0.37199,-0.11044,0.02439,-0.67449,0.15696,NA
opsy_hexaco,-0.37385,-0.44095,-0.44619,-0.20971,-0.23643,-0.38585,-1.14660,0.00000,-1.89145,NA
opsy_hexaco,1.49426,-0.23800,-0.26340,-0.08961,0.05424,-1.41970,-1.35260,-0.67449,-1.28336,NA
opsy_hexaco,1.30676,-0.42132,-0.37530,-0.07058,-0.25213,0.96071,0.50066,0.67449,0.30550,NA
opsy_hexaco,0.13668,-0.49341,-0.43355,-0.59762,-0.51927,-0.45382,0.61105,-0.67449,1.09322,NA
opsy_hexaco,-0.45638,-0.45486,-0.48135,-0.45633,-0.33996,0.71778,1.64019,0.00000,1.40339,NA
opsy_hexaco,0.96149,-0.22616,-0.21767,-0.43271,-0.26371,-0.45767,-0.85613,0.00000,-0.85822,NA
opsy_hexaco,0.10491,-0.56783,-0.59243,-0.35386,-0.24741,-1.03907,-0.04039,0.00000,0.40682,NA
opsy_hexaco,0.82703,-0.39006,-0.38190,-0.30168,-0.32654,-0.05630,-0.50821,0.67449,-0.49797,NA
opsy_hexaco,0.12365,-0.34291,-0.42798,-0.48784,-0.16163,0.98552,-0.81508,0.00000,-1.36263,NA
opsy_hexaco,0.86796,-0.42147,-0.33395,-0.29380,-0.22665,-0.65266,-0.95122,0.00000,-0.94460,NA
opsy_hexaco,0.49045,-0.33173,-0.47124,-0.15460,-0.23692,-0.61180,-0.09989,-0.67449,0.47377,NA
opsy_hexaco,-0.55736,-0.48327,-0.45058,-0.42546,-0.39819,0.19740,-0.05830,-0.67449,-0.01986,NA
opsy_hexaco,0.90428,-0.39888,-0.31630,-0.25903,-0.43429,-0.13884,0.20996,-1.34898,0.34126,NA
opsy_hexaco,-1.38744,-0.57262,-0.56987,-0.20666,-0.21974,-0.31531,-1.39851,0.67449,-1.82100,NA
opsy_hexaco,0.70679,-0.35938,-0.49764,-0.21663,-0.03328,0.53304,2.65059,2.02347,2.24424,NA
opsy_hexaco,-0.35371,-0.53592,-0.46081,-0.56511,-0.44562,0.54750,0.23956,2.69796,0.35261,NA
opsy_hexaco,-1.05373,-0.45750,-0.61091,-0.48990,-0.22273,0.20688,-0.21675,-0.67449,-0.41552,NA
opsy_hexaco,-0.54648,-0.71655,-0.55633,-0.61712,-0.44977,-0.87693,-0.00317,0.00000,0.32450,NA
opsy_hexaco,-0.01219,-0.46758,-0.37900,-0.26505,-0.21824,-1.06657,-1.27015,2.02347,-1.30597,NA
opsy_hexaco,-0.35266,-0.49826,-0.48519,-0.19025,-0.10492,-1.67863,-1.70651,0.00000,-1.68017,NA
opsy_hexaco,-1.52603,-0.58999,-0.71666,-0.36311,-0.34631,-1.52836,-0.30306,0.00000,0.23169,NA
opsy_hexaco,-0.98481,-0.40825,-0.52428,-0.14337,-0.06272,0.24076,-0.46598,-0.67449,-1.13157,NA
opsy_hexaco,-0.52713,-0.59770,-0.45823,-0.42288,-0.27080,1.04058,0.58356,0.00000,0.23640,NA
opsy_hexaco,0.11612,-0.32936,-0.42270,-0.27919,-0.17969,-1.24154,-1.03032,2.69796,-0.75733,NA
opsy_hexaco,0.09171,-0.40408,-0.36918,-0.32742,-0.30327,1.41769,0.60737,-1.34898,0.10666,NA
opsy_hexaco,0.68619,-0.23282,-0.29046,-0.19254,-0.31606,-0.55393,-0.50753,-0.67449,-0.28208,NA
opsy_hexaco,1.49967,-0.29569,-0.47212,-0.05603,-0.22559,-0.16915,1.13542,0.67449,1.18288,NA
opsy_hexaco,-1.05041,-0.61420,-0.68754,-0.51163,-0.43202,1.35647,0.55874,0.00000,0.32559,NA
opsy_hexaco,-0.74932,-0.52102,-0.42680,-0.41129,-0.42968,-0.63202,0.18913,-0.67449,-0.07890,NA
opsy_hexaco,-0.07813,-0.60862,-0.62660,-0.53483,-0.56809,1.02595,2.09034,0.00000,1.53634,NA
opsy_hexaco,-0.45365,-0.51166,-0.48600,-0.35968,-0.24417,-1.01910,-1.13139,0.67449,-0.92957,NA
opsy_hexaco,0.49351,-0.36541,-0.32468,-0.37348,-0.32662,-1.55778,-0.82289,-0.67449,-0.32026,NA
opsy_hexaco,-0.36737,-0.63299,-0.66999,-0.57060,-0.38501,0.35470,0.48488,0.00000,0.40083,NA
opsy_hexaco,0.30314,-0.29795,-0.40183,0.17130,0.04094,-1.09547,-0.30121,0.67449,0.10282,NA
opsy_hexaco,-1.23554,-0.51770,-0.59584,-0.21898,-0.11378,-0.45528,-1.17237,0.00000,-1.15591,NA
opsy_hexaco,0.65301,-0.35513,-0.51519,-0.13008,-0.17043,1.88266,2.21222,-0.67449,1.42506,NA
opsy_hexaco,-0.00177,-0.49764,-0.41608,-0.35743,-0.28860,-0.02576,-0.10603,0.67449,-0.05646,NA
opsy_hexaco,-0.44071,-0.52372,-0.61767,-0.27851,-0.12491,0.76838,1.22492,-0.67449,0.82355,NA
opsy_hexaco,-0.35908,-0.48761,-0.59568,-0.40449,-0.15589,-0.48293,0.25273,-0.67449,0.74187,NA
opsy_hexaco,0.99369,-0.25269,-0.42971,-0.07130,-0.08521,-0.52811,-0.12897,0.00000,0.01038,NA
opsy_hexaco,0.33388,-0.37100,-0.39795,0.01738,-0.30273,0.44827,-0.39162,0.00000,-0.55094,NA
opsy_hexaco,0.73754,-0.38373,-0.41035,-0.19282,-0.21760,1.23403,-0.46588,0.67449,-1.24235,NA
opsy_hexaco,0.21703,-0.49089,-0.54104,-0.08611,-0.10861,-0.34390,-0.99305,0.00000,-1.04925,NA
opsy_hexaco,-0.05519,-0.39701,-0.56237,0.01912,0.06288,0.01328,-0.77922,0.67449,-0.84983,NA
opsy_hexaco,-0.93196,-0.57846,-0.41438,-0.33990,-0.23028,-0.39850,-0.13299,0.00000,0.12333,NA
opsy_hexaco,0.18343,-0.36087,-0.31267,-0.21068,-0.23387,0.61565,0.45733,-0.67449,0.24745,NA
opsy_hexaco,-1.88418,-0.31496,-0.33121,-0.52442,-0.40855,-0.16802,-1.30843,0.00000,-1.89343,NA
opsy_hexaco,-0.63805,-0.63875,-0.62754,-0.62839,-0.42572,0.46866,0.10112,-0.67449,-0.01785,NA
opsy_hexaco,0.98312,-0.22798,-0.35667,-0.13511,-0.02508,-1.10056,-1.00558,-0.67449,-0.80222,NA
opsy_hexaco,-1.25832,-0.55759,-0.67012,-0.49141,-0.36370,-0.37227,-0.09139,0.00000,0.24726,NA
opsy_hexaco,-1.47241,-0.67793,-0.60197,-0.22650,-0.37259,0.80065,-0.20881,1.34898,-0.68399,NA
opsy_hexaco,0.34667,-0.35049,-0.36869,-0.57070,-0.39243,-0.67476,0.03779,-0.67449,0.25034,NA
opsy_hexaco,-1.14295,-0.71611,-0.69045,-0.68973,-0.50619,0.39718,1.20401,0.67449,1.26928,NA
opsy_hexaco,1.16642,-0.21676,-0.16473,-0.11769,-0.07152,-0.92196,2.15356,4.72144,1.53484,NA
opsy_hexaco,0.48236,-0.29392,-0.32661,-0.60511,-0.29408,0.71395,0.84900,0.00000,0.66945,NA
opsy_hexaco,2.06920,-0.21509,-0.26540,-0.01712,0.14653,0.50942,0.34361,0.00000,0.28110,NA
opsy_hexaco,0.51263,-0.32250,-0.39155,-0.24913,-0.25055,0.20878,0.59055,0.00000,0.73688,NA
opsy_hexaco,0.04022,-0.47677,-0.47588,-0.31236,-0.37384,0.68883,0.68916,0.00000,0.57907,NA
opsy_hexaco,0.82386,-0.45708,-0.55715,-0.57064,-0.40036,0.34248,0.41609,-0.67449,0.37910,NA
opsy_hexaco,-0.63125,-0.62156,-0.66158,-0.53787,-0.39720,3.20515,2.01019,0.00000,0.81970,NA
opsy_hexaco,-0.06532,-0.66239,-0.70188,-0.29106,-0.29809,0.36151,-0.01325,-0.67449,-0.08246,NA
opsy_hexaco,0.46749,-0.37263,-0.38885,0.00607,0.10402,0.00882,0.58565,0.00000,0.72492,NA
opsy_hexaco,1.82778,-0.29151,-0.25383,-0.30840,-0.21369,1.12201,0.06835,-0.67449,-0.39166,NA
opsy_hexaco,1.48354,-0.27340,-0.38624,0.06425,-0.05156,1.80552,0.61961,-1.34898,-0.20694,NA
opsy_hexaco,-0.59431,-0.64645,-0.72879,-0.56787,-0.31164,2.74469,2.27388,0.00000,1.30702,NA
opsy_hexaco,1.96597,-0.10968,-0.17223,0.00521,-0.02136,1.28804,-1.33430,1.34898,-2.47506,NA
opsy_hexaco,-0.09812,-0.43916,-0.50213,-0.13428,-0.10715,0.23950,-0.06236,0.67449,-0.03603,NA
opsy_hexaco,1.40873,-0.42665,-0.32110,-0.47229,-0.19193,1.22612,1.04233,-0.67449,0.71304,NA
opsy_hexaco,-0.91984,-0.67250,-0.72548,-0.43696,-0.25772,0.16657,0.29393,0.00000,0.43650,NA
opsy_hexaco,0.77511,-0.26435,-0.49056,0.00347,-0.02132,0.93536,2.33865,2.69796,1.79916,NA
opsy_hexaco,0.84659,-0.48691,-0.47445,-0.26215,-0.28491,-0.02938,1.18692,0.67449,1.38305,NA
opsy_hexaco,1.58581,-0.15981,-0.39173,-0.10476,-0.16177,-0.40034,-0.32615,1.34898,-0.07952,NA
opsy_hexaco,-0.05599,-0.53920,-0.71366,-0.49049,-0.33310,1.30743,1.07847,0.00000,0.65555,NA
opsy_hexaco,0.11558,-0.51362,-0.50245,-0.46410,-0.33860,1.30398,2.39320,1.34898,1.64278,NA
opsy_hexaco,1.63814,-0.04300,-0.19727,0.03014,0.12252,-0.83095,-0.56277,-0.67449,-0.49741,NA
opsy_hexaco,-0.43703,-0.60215,-0.56975,-0.20229,-0.21744,1.28473,1.78823,0.67449,1.33000,NA
opsy_hexaco,-0.90962,-0.52106,-0.57544,-0.06823,0.15657,0.66447,0.78913,0.67449,0.60955,NA
opsy_hexaco,-1.98888,-0.57565,-0.63511,-0.54581,-0.33066,-0.60047,-0.08003,0.00000,0.50063,NA
opsy_hexaco,0.41217,-0.25644,-0.18022,-0.10641,-0.20609,0.33139,0.22921,-0.67449,-0.10933,NA
opsy_hexaco,0.38963,-0.52818,-0.59253,-0.35466,-0.21112,0.36238,-0.06909,-0.67449,-0.29826,NA
opsy_hexaco,0.07505,-0.55442,-0.57725,-0.39596,-0.32902,0.50640,0.05979,-0.67449,0.03570,NA
opsy_hexaco,0.50660,-0.39798,-0.44020,-0.46621,-0.33189,-1.50310,-0.43001,-0.67449,0.44720,NA
opsy_hexaco,-0.38872,-0.52667,-0.52034,-0.02764,-0.20779,-0.27149,0.88072,-0.67449,1.13349,NA
opsy_hexaco,-1.05054,-0.74834,-0.79988,-0.50691,-0.20919,1.01735,0.40856,0.67449,0.20538,NA
opsy_hexaco,0.00978,-0.34143,-0.41162,-0.08328,-0.17267,0.29894,-0.62686,-0.67449,-0.85941,NA
opsy_hexaco,0.57840,-0.32536,-0.41908,-0.10161,-0.12622,-0.84962,0.55045,0.67449,1.18655,NA
opsy_hexaco,0.17239,-0.40567,-0.34692,-0.62270,-0.27523,-0.61592,0.14987,-0.67449,0.14572,NA
opsy_hexaco,0.46153,-0.24797,-0.28934,-0.19709,-0.16428,-0.74203,-0.57063,-0.67449,0.09863,NA
opsy_hexaco,-0.13297,-0.48448,-0.50872,-0.20136,-0.14818,-0.86675,0.29046,0.67449,0.72110,NA
opsy_hexaco,1.48128,-0.22879,-0.14844,-0.30666,-0.21353,-0.52949,0.28028,-1.34898,0.72569,NA
opsy_hexaco,-0.07775,-0.57346,-0.49115,-0.25376,-0.10105,1.50518,3.47332,1.34898,2.49941,NA
opsy_hexaco,0.85357,-0.24594,-0.30117,-0.51650,-0.24583,0.52835,0.26871,0.00000,-0.02639,NA
opsy_hexaco,1.58868,-0.25809,-0.22114,-0.17613,-0.23585,1.01238,0.49718,-1.34898,0.14215,NA
opsy_hexaco,-0.71514,-0.58294,-0.52609,-0.06296,-0.07537,-1.09057,-1.23528,0.00000,-1.13475,NA
opsy_hexaco,-0.66321,-0.60791,-0.57476,-0.42606,-0.26607,1.13589,0.93803,1.34898,0.52895,NA
opsy_hexaco,-0.13047,-0.51682,-0.53475,-0.35572,-0.17973,1.50601,1.82694,-0.67449,1.36069,NA
opsy_hexaco,-1.61273,-0.60029,-0.57527,-0.41532,-0.07628,0.58706,-0.36767,-0.67449,-0.56585,NA
opsy_hexaco,0.58702,-0.29244,-0.43634,-0.17077,-0.17781,-1.17374,-0.34412,0.00000,0.16303,NA
opsy_hexaco,1.38128,-0.23470,-0.33893,-0.34111,-0.26645,-0.92985,-0.72960,-0.67449,-0.44021,NA
opsy_hexaco,-2.49320,-0.60351,-0.77170,-0.51853,-0.29407,0.15169,-0.13334,0.00000,-0.22137,NA
opsy_hexaco,-0.83097,-0.59813,-0.68360,-0.42534,-0.10853,0.02699,0.39124,0.00000,0.47800,NA
opsy_hexaco,-0.27620,-0.62645,-0.60828,-0.60538,-0.42898,1.79742,0.80233,-1.34898,0.25612,NA
opsy_hexaco,-0.42067,-0.53706,-0.60099,-0.53944,-0.32191,2.73300,3.09711,1.34898,1.72816,NA
opsy_hexaco,-0.29343,-0.60285,-0.35035,-0.40812,-0.36037,2.31450,2.02384,0.67449,1.15113,NA
opsy_hexaco,1.14886,-0.31550,-0.26617,-0.03111,-0.30619,0.00085,2.49462,0.67449,2.27062,NA
opsy_hexaco,-1.34447,-0.53487,-0.63953,-0.46293,-0.43379,-1.05913,1.83053,1.34898,2.12553,NA
opsy_hexaco,-2.49725,-0.58285,-0.72085,-0.42332,-0.34304,3.31812,-0.20221,-0.67449,-1.36190,NA
opsy_hexaco,0.23929,-0.52140,-0.54323,-0.27696,-0.22582,2.18775,2.32756,0.67449,1.35112,NA
opsy_hexaco,-0.46773,-0.54993,-0.52069,-0.59113,-0.44965,-0.54181,-0.69267,0.00000,-0.53888,NA
opsy_hexaco,0.95740,-0.27496,-0.22489,-0.18910,-0.10157,0.29213,0.40810,0.00000,0.13763,NA
opsy_hexaco,-1.26724,-0.46406,-0.57066,-0.16469,-0.01011,0.76526,1.07835,0.00000,0.62014,NA
opsy_hexaco,0.60847,-0.48003,-0.42934,-0.23242,-0.26117,0.84052,3.03515,0.67449,2.43763,NA
opsy_hexaco,-1.04936,-0.65144,-0.69769,-0.44274,-0.32279,-0.60594,1.17964,0.67449,1.52313,NA
opsy_hexaco,-1.00938,-0.73308,-0.63689,-0.60039,-0.26326,0.68771,1.48062,2.02347,1.22350,NA
opsy_hexaco,-0.87754,-0.59677,-0.52655,-0.40977,-0.15195,1.04233,0.74485,0.67449,0.33948,NA
opsy_hexaco,-1.19139,-0.73481,-0.70027,-0.56528,-0.28941,0.43878,0.68522,0.00000,0.63493,NA
opsy_hexaco,-1.57449,-0.66614,-0.65823,-0.55718,-0.59751,0.77973,0.50622,0.00000,0.28186,NA
opsy_hexaco,-0.26148,-0.43532,-0.56383,-0.46698,-0.21621,0.91752,1.75074,-0.67449,1.28337,NA
opsy_hexaco,-0.17693,-0.36551,-0.52058,-0.07668,-0.01307,-0.10279,-0.82561,0.00000,-1.06948,NA
opsy_hexaco,-0.39452,-0.56561,-0.71127,-0.46175,-0.36709,2.90205,-0.61047,0.00000,-1.95385,NA
opsy_hexaco,-0.97114,-0.66891,-0.76363,-0.49986,-0.38225,0.37065,-0.55112,-0.67449,-0.62650,NA
opsy_hexaco,-0.06782,-0.47839,-0.64608,-0.20554,-0.16213,-1.71610,-0.89348,-0.67449,-0.29406,NA
opsy_hexaco,-0.65168,-0.55363,-0.68483,-0.39751,-0.15678,0.21565,0.48390,-0.67449,0.50285,NA
opsy_hexaco,-1.15572,-0.32804,-0.55756,0.08480,0.03528,-0.01933,-0.57808,0.00000,-0.93214,NA
opsy_hexaco,-0.23265,-0.52084,-0.39366,-0.10465,-0.13090,-0.25153,-1.32342,0.67449,-1.72709,NA
opsy_hexaco,-0.02953,-0.29142,-0.47422,-0.32503,-0.11528,-0.37041,-0.13405,0.00000,-0.01180,NA
opsy_hexaco,-0.62373,-0.71986,-0.67704,-0.68450,-0.41281,0.63671,1.89321,0.67449,1.65993,NA
opsy_hexaco,1.33322,-0.22085,-0.25186,-0.29501,-0.34288,0.22652,2.89208,2.69796,2.35537,NA
opsy_hexaco,0.15875,-0.53851,-0.52262,-0.04050,-0.07609,0.12174,0.48427,-0.67449,0.44673,NA
opsy_hexaco,-0.23917,-0.37565,-0.52338,-0.29223,-0.13707,-0.26190,-0.71117,0.00000,-0.65735,NA
opsy_hexaco,-0.90043,-0.62578,-0.70261,-0.41534,-0.28849,0.74498,0.05418,-0.67449,-0.19087,NA
opsy_hexaco,0.58158,-0.30039,-0.34988,-0.25941,-0.26072,0.39536,-0.95520,-0.67449,-1.36522,NA
opsy_hexaco,-0.34763,-0.60790,-0.69744,-0.54042,-0.52815,-0.24063,0.55070,0.00000,0.87032,NA
opsy_hexaco,-1.34462,-0.65465,-0.73765,-0.23410,-0.25739,0.54397,-0.65072,1.34898,-0.89251,NA
opsy_hexaco,1.11078,-0.32017,-0.37850,0.00277,-0.14292,-0.78016,0.11070,0.67449,0.35545,NA
opsy_hexaco,-0.75755,-0.62945,-0.62989,-0.37881,-0.26865,3.11841,2.79980,0.00000,1.52583,NA
opsy_hexaco,0.81818,-0.43074,-0.55608,-0.25177,-0.15959,-1.10547,-1.16961,0.00000,-1.06994,NA
opsy_hexaco,0.14759,-0.59044,-0.57391,-0.09496,0.01749,0.51369,-0.99891,-0.67449,-1.37356,NA
opsy_hexaco,1.40781,-0.33432,-0.33968,-0.55633,-0.39075,1.26974,-0.34272,0.00000,-1.02719,NA
opsy_hexaco,0.05501,-0.44683,-0.57769,-0.06282,0.03616,-1.46714,-0.90841,-0.67449,-0.51768,NA
